bid_winner,bidders,order_value,tendor_bid_close_date,tendor_discription,tendor_issue_date,tendor_no,tendor_submission_date
MUKAT TANKS & VESSELS PVT LTD,"[{'S.no': '1', 'Vendor_code': '82292', 'Vendor_name': 'Eckhardt Steel & Alloys', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': ''}, {'S.no': '2', 'Vendor_code': '82310', 'Vendor_name': 'MAHALAXMI INTERNATIONAL', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': ''}, {'S.no': '3', 'Vendor_code': 'M188', 'Vendor_name': 'MUKAT TANKS & VESSELS PVT LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '4', 'Vendor_code': 'R066', 'Vendor_name': 'RATNAMANI METALS AND TUBES LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}]",34950826.08 INR,25-07-2022,PIPE: 3L PE COATED,18-06-2022,B229-000-WA-MR-3305/128,07-SEP-2022
GUJARAT INFRAPIPES PVT. LIMITED,"[{'S.no': '1', 'Vendor_code': '3637', 'Vendor_name': 'FITTECH INDUSTRIES PVT. LTD.', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '2', 'Vendor_code': '3996', 'Vendor_name': 'KISAAN TECHNO FORGE PRIVATE LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '3', 'Vendor_code': 'E060', 'Vendor_name': 'EBY FASTENERS', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '4', 'Vendor_code': 'G125', 'Vendor_name': 'GUJARAT INFRAPIPES PVT. LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '5', 'Vendor_code': 'L004', 'Vendor_name': 'LEADER VALVES LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '6', 'Vendor_code': 'M057', 'Vendor_name': 'M.S. FITTINGS MFG. CO PVT LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '7', 'Vendor_code': 'P315', 'Vendor_name': 'P.K.TUBES & FITTINGS PVT.LTD.', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '8', 'Vendor_code': 'S102', 'Vendor_name': 'SAWAN ENGINEERS PVT LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}]",2651850 INR,22-06-2022,FITTINGS: SS & AS,25-05-2022,B229-000-WD-MR-3327/127,05-SEP-2022
KOSO INDIA PVT. LIMITED,"[{'S.no': '1', 'Vendor_code': 'K179B', 'Vendor_name': 'KOSO INDIA PVT. LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '2', 'Vendor_code': 'L001', 'Vendor_name': 'L & T VALVES LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '3', 'Vendor_code': 'M094', 'Vendor_name': 'MICROFINISH VALVES PVT LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}]",2108788 INR,02-05-2022,On-Off Valves,04-03-2022,B390-000-YC-MR-2451/53,28-SEP-2022
GEMSCAB INDUSTRIES LTD,"[{'S.no': '1', 'Vendor_code': '3959', 'Vendor_name': 'TIRUPATI PLASTOMATICS PVT. LTD.', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': ''}, {'S.no': '2', 'Vendor_code': '4001', 'Vendor_name': 'RAVI INDUSTRIES', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '3', 'Vendor_code': '82359', 'Vendor_name': 'K C Power Tracks', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '4', 'Vendor_code': 'C145', 'Vendor_name': 'CORDS CABLE INDUSTRIES  LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '5', 'Vendor_code': 'E063', 'Vendor_name': 'ELKAY TELELINKS  LTD.-', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '6', 'Vendor_code': 'G156', 'Vendor_name': 'GEMSCAB INDUSTRIES LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '7', 'Vendor_code': 'P254', 'Vendor_name': 'POLYCAB INDIA LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '8', 'Vendor_code': 'S304', 'Vendor_name': 'SUYOG ELECTRICALS LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '9', 'Vendor_code': 'T212', 'Vendor_name': 'THERMO CABLES LTD (FORM. T-150)', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': ''}]",125963980 INR,21-06-2022,MV POWER AND CONTROL CABLES (MOU ITEM) (Item Code,27-05-2022,B015-000-XT-MR-240/145,13-SEP-2022
K C Power Tracks,"[{'S.no': '1', 'Vendor_code': '3959', 'Vendor_name': 'TIRUPATI PLASTOMATICS PVT. LTD.', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': ''}, {'S.no': '2', 'Vendor_code': '4001', 'Vendor_name': 'RAVI INDUSTRIES', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '3', 'Vendor_code': '82359', 'Vendor_name': 'K C Power Tracks', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '4', 'Vendor_code': 'C145', 'Vendor_name': 'CORDS CABLE INDUSTRIES  LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '5', 'Vendor_code': 'E063', 'Vendor_name': 'ELKAY TELELINKS  LTD.-', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '6', 'Vendor_code': 'G156', 'Vendor_name': 'GEMSCAB INDUSTRIES LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '7', 'Vendor_code': 'P254', 'Vendor_name': 'POLYCAB INDIA LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '8', 'Vendor_code': 'S304', 'Vendor_name': 'SUYOG ELECTRICALS LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '9', 'Vendor_code': 'T212', 'Vendor_name': 'THERMO CABLES LTD (FORM. T-150)', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': ''}]",10894680.5 INR,21-06-2022,MV POWER AND CONTROL CABLES (MOU ITEM) (Item Code,27-05-2022,B015-000-XT-MR-240/145,13-SEP-2022
SUYOG ELECTRICALS LTD,"[{'S.no': '1', 'Vendor_code': '3959', 'Vendor_name': 'TIRUPATI PLASTOMATICS PVT. LTD.', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': ''}, {'S.no': '2', 'Vendor_code': '4001', 'Vendor_name': 'RAVI INDUSTRIES', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '3', 'Vendor_code': '82359', 'Vendor_name': 'K C Power Tracks', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '4', 'Vendor_code': 'C145', 'Vendor_name': 'CORDS CABLE INDUSTRIES  LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '5', 'Vendor_code': 'E063', 'Vendor_name': 'ELKAY TELELINKS  LTD.-', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '6', 'Vendor_code': 'G156', 'Vendor_name': 'GEMSCAB INDUSTRIES LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '7', 'Vendor_code': 'P254', 'Vendor_name': 'POLYCAB INDIA LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '8', 'Vendor_code': 'S304', 'Vendor_name': 'SUYOG ELECTRICALS LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '9', 'Vendor_code': 'T212', 'Vendor_name': 'THERMO CABLES LTD (FORM. T-150)', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': ''}]",21113270 INR,21-06-2022,MV POWER AND CONTROL CABLES (MOU ITEM) (Item Code,27-05-2022,B015-000-XT-MR-240/145,13-SEP-2022
Walchand PeopleFirst Ltd.,"[{'S.no': '1', 'Vendor_code': '57633', 'Vendor_name': 'Indian Institute of Management Indore', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '2', 'Vendor_code': '57911', 'Vendor_name': 'CENTRE FOR CREATIVE LEADERSHIP', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '3', 'Vendor_code': '57917', 'Vendor_name': 'Walchand PeopleFirst Ltd.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '4', 'Vendor_code': 'M503', 'Vendor_name': 'MANAGEMENT DEVELOPMENT INSTITUTE', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '5', 'Vendor_code': '~L55', 'Vendor_name': 'INDIAN INSTITUTE OF MANAGEMENT-LUCKNOW(IIIM-L)', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '6', 'Vendor_code': '~RT5', 'Vendor_name': 'SHRM INDIA', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}]",963000 INR,22-06-2022,Engaging Institutes forLeadership Programs,01-06-2022,LT/8574-000-TR-T-0005/22,23-SEP-2022
Kirloskar Chillers Private Limited,"[{'S.no': '1', 'Vendor_code': '~PPL', 'Vendor_name': 'Kirloskar Chillers Private Limited', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}]",45183.92 INR,28-07-2022,Procurement of Refrigerant R-22 for Air Conditioning Syst,28-07-2022,LT/8590-000-PM-T-0213/181,16-SEP-2022
LARSEN & TOUBRO LTD,"[{'S.no': '1', 'Vendor_code': 'D111', 'Vendor_name': 'DEE DEVELOPMENT ENGINEERS LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '2', 'Vendor_code': 'I006', 'Vendor_name': 'ISGEC HEAVY ENGINEERING LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '3', 'Vendor_code': 'L032', 'Vendor_name': 'LARSEN & TOUBRO LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}]",409715263.5 INR,06-06-2022,PRE-FABRICATED PIPING  SPOOL- ALLOY  STEEL-P91,28-03-2022,B229-000-WX-MR-3395/108,15-SEP-2022
KIRLOSKAR PNEUMATIC CO LTD- (PUNE),"[{'S.no': '1', 'Vendor_code': 'K026', 'Vendor_name': 'KIRLOSKAR PNEUMATIC CO LTD- (PUNE)', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}]",309160000 INR,28-06-2022,REFRIGERATION SYSTEM - PROCESS,31-05-2022,B229-000-LC-MR-4580/123,26-AUG-2022
UNI KLINGER LTD,"[{'S.no': '1', 'Vendor_code': 'A376', 'Vendor_name': 'ARMSTRONG INTERNATIONAL PVT LTD.', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '2', 'Vendor_code': 'F181', 'Vendor_name': 'FORBES MARSHALL PVT. LTD.- PUNE', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '3', 'Vendor_code': 'U054', 'Vendor_name': 'UNI KLINGER LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}]",12284139 INR,18-05-2022,"PROCESS & STEAM TRAPS, SS/CR MANIFOLDS & CSTA",13-04-2022,B229-000-WH-MR-3365/111,26-AUG-2022
FORBES MARSHALL PVT. LTD.- PUNE,"[{'S.no': '1', 'Vendor_code': 'A376', 'Vendor_name': 'ARMSTRONG INTERNATIONAL PVT LTD.', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '2', 'Vendor_code': 'F181', 'Vendor_name': 'FORBES MARSHALL PVT. LTD.- PUNE', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '3', 'Vendor_code': 'U054', 'Vendor_name': 'UNI KLINGER LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}]",10739950 INR,18-05-2022,"PROCESS & STEAM TRAPS, SS/CR MANIFOLDS & CSTA",13-04-2022,B229-000-WH-MR-3365/111,26-AUG-2022
ARMSTRONG INTERNATIONAL PVT LTD.,"[{'S.no': '1', 'Vendor_code': 'A376', 'Vendor_name': 'ARMSTRONG INTERNATIONAL PVT LTD.', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '2', 'Vendor_code': 'F181', 'Vendor_name': 'FORBES MARSHALL PVT. LTD.- PUNE', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '3', 'Vendor_code': 'U054', 'Vendor_name': 'UNI KLINGER LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}]",1896369 INR,18-05-2022,"PROCESS & STEAM TRAPS, SS/CR MANIFOLDS & CSTA",13-04-2022,B229-000-WH-MR-3365/111,26-AUG-2022
MASCOT SYSTEMS PVT. LTD,"[{'S.no': '1', 'Vendor_code': '81428', 'Vendor_name': 'MASCOT SYSTEMS PVT. LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '2', 'Vendor_code': '82327', 'Vendor_name': 'BLISS FLOW SYSTEMS PRIVATE LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': ''}, {'S.no': '3', 'Vendor_code': 'B017', 'Vendor_name': 'BS & B SAFETY SYSTEMS (INDIA) LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': ''}]",2694716 INR,06-06-2022,Rupture DiscsCat - II BQC,09-05-2022,B229-000-YB-MR-2370/88,13-AUG-2022
GUJARAT INFRAPIPES PVT. LIMITED,"[{'S.no': '1', 'Vendor_code': 'G125', 'Vendor_name': 'GUJARAT INFRAPIPES PVT. LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '2', 'Vendor_code': 'S102', 'Vendor_name': 'SAWAN ENGINEERS PVT LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}]",135639837 INR,11-05-2022,"FITTINGS (WELDED) 50"" & ABOVE: CS",13-04-2022,B229-000-WD-MR-3328/102,10-AUG-2022
SAWAN ENGINEERS PVT LTD,"[{'S.no': '1', 'Vendor_code': 'G125', 'Vendor_name': 'GUJARAT INFRAPIPES PVT. LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '2', 'Vendor_code': 'S102', 'Vendor_name': 'SAWAN ENGINEERS PVT LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}]",61590976 INR,11-05-2022,"FITTINGS (WELDED) 50"" & ABOVE: CS",13-04-2022,B229-000-WD-MR-3328/102,10-AUG-2022
INTERVALVE POONAWALLA LIMITED,"[{'S.no': '1', 'Vendor_code': '3640', 'Vendor_name': 'FLOTEK INDUSTRIES', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': ''}, {'S.no': '2', 'Vendor_code': 'C186', 'Vendor_name': 'CRANE PROCESS FLOW TECHNOLOGIES(INDIA) P', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': ''}, {'S.no': '3', 'Vendor_code': 'I125', 'Vendor_name': 'INTERVALVE POONAWALLA LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '4', 'Vendor_code': 'I172', 'Vendor_name': 'INSTRUMENTATION LTD. (PALGHAT)', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}]",29191520 INR,12-05-2022,MOTOR OPERATED VALVES - (BUTTERFLY VALVES),07-04-2022,B229-000-WB-MR-3321/112,05-AUG-2022
KIRLOSKAR EBARA PUMPS LTD,"[{'S.no': '1', 'Vendor_code': 'K087', 'Vendor_name': 'KIRLOSKAR EBARA PUMPS LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '2', 'Vendor_code': 'K088', 'Vendor_name': 'KSB LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '3', 'Vendor_code': 'S401', 'Vendor_name': 'SULZER PUMPS INDIA PRIVATE LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '4', 'Vendor_code': '~2039', 'Vendor_name': 'FLOWSERVE INDIA CONTROLS PVT LTD-UNIT-II', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}]",460211000 INR,11-04-2022,PUMP CENTRIFUGAL MULT.SPP,28-01-2022,B302-421-PA-MR-5010/13,08-AUG-2022
CP KUKREJA ARCHITECTS,"[{'S.no': '1', 'Vendor_code': '57782', 'Vendor_name': 'Centre for Human Settlements (Anna University)', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '2', 'Vendor_code': '57783', 'Vendor_name': 'METEY ENGINEERING & CONSULTANCY PVT. LTD.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '3', 'Vendor_code': '57784', 'Vendor_name': 'PADGRO CONSULTANTS PVT. LTD.', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '4', 'Vendor_code': '57785', 'Vendor_name': 'PITHAVADIAN & PARTNERS', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '5', 'Vendor_code': '~45L', 'Vendor_name': 'CP KUKREJA ARCHITECTS', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '6', 'Vendor_code': '~D23', 'Vendor_name': 'NIRMAN CONSULTANTS PVT LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '7', 'Vendor_code': '~D28', 'Vendor_name': 'SURESH GOEL & ASSOCIATES', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '8', 'Vendor_code': '~LC8', 'Vendor_name': 'PLANNER INDIA P LTD', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}]",31500000 INR,31-01-2022,ARCHITECT FOR CBR TOWNSHIP,22-12-2021,JP/B416-999-SE-T-8201/1003,30-AUG-2022
LD TOURIST TAXI SERVICE,"[{'S.no': '1', 'Vendor_code': 'A518', 'Vendor_name': 'AVTAR TRAVELS', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '2', 'Vendor_code': '~9DT', 'Vendor_name': 'LD TOURIST TAXI SERVICE', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '3', 'Vendor_code': '~VD2', 'Vendor_name': 'Countrywidetravel', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}]",2897475 INR,03-06-2022,Hiring Of Cars On Daily And monthly basis at EIL HO,20-05-2022,LT/8590-000-TT-T-0757/176,17-AUG-2022
AVTAR TRAVELS,"[{'S.no': '1', 'Vendor_code': 'A518', 'Vendor_name': 'AVTAR TRAVELS', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '2', 'Vendor_code': '~9DT', 'Vendor_name': 'LD TOURIST TAXI SERVICE', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '3', 'Vendor_code': '~VD2', 'Vendor_name': 'Countrywidetravel', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}]",2897475 INR,03-06-2022,Hiring Of Cars On Daily And monthly basis at EIL HO,20-05-2022,LT/8590-000-TT-T-0757/176,17-AUG-2022
Right Management,"[{'S.no': '1', 'Vendor_code': '57472', 'Vendor_name': 'Right Management', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '2', 'Vendor_code': '57936', 'Vendor_name': 'KPMG India Services LLP', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'No'}, {'S.no': '3', 'Vendor_code': '~4KJ', 'Vendor_name': 'Thomas Assessments Pvt. Ltd', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}]",1435740 INR,18-07-2022,Engagement of Consultant for conducting ADCs,06-07-2022,LT/8574-000-SE-T-0158/23,12-AUG-2022
GUPTA POWER INFRASTRUCTURE LIMITED,"[{'S.no': '1', 'Vendor_code': '3647', 'Vendor_name': 'GUPTA POWER INFRASTRUCTURE LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '2', 'Vendor_code': '3669', 'Vendor_name': 'KEI INDUSTRIES LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '3', 'Vendor_code': '3723', 'Vendor_name': 'POLYCAB INDIA LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': ''}, {'S.no': '4', 'Vendor_code': '82155', 'Vendor_name': 'TIRUPATI PLASTOMATICS PVT. LTD.', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': ''}, {'S.no': '5', 'Vendor_code': '82315', 'Vendor_name': 'ARADHYA ENTERPRISES', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': ''}, {'S.no': '6', 'Vendor_code': '82316', 'Vendor_name': 'DAYAL TRADERS', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': ''}, {'S.no': '7', 'Vendor_code': '82318', 'Vendor_name': 'PARVATI ENTERPRISE', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': ''}, {'S.no': '8', 'Vendor_code': 'S147', 'Vendor_name': 'STERLITE POWER TRANSMISSION LIMITED', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '9', 'Vendor_code': 'U003', 'Vendor_name': 'UNIVERSAL CABLES LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '10', 'Vendor_code': 'U085', 'Vendor_name': 'APAR INDUSTRIES LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}]",90654000 INR,23-05-2022,HV CABLES (MOU ITEM) (Item Code : 130A) (Refloat),23-04-2022,B229-000-XT-MR-207/116,29-JUL-2022
VOLTAMP TRANSFORMERS  LTD,"[{'S.no': '1', 'Vendor_code': '3659', 'Vendor_name': 'CG POWER & INDUSTRIAL SOLUTIONS LTD.', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '2', 'Vendor_code': 'V003', 'Vendor_name': 'VOLTAMP TRANSFORMERS  LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}]",226141100 INR,23-05-2022,TRANSFORMER-DISTRIBUTION-UPTO 5MVA,11-04-2022,B229-000-XD-MR-0122/115,21-JUL-2022
Endress+Hauser (India) Pvt Ltd,"[{'S.no': '1', 'Vendor_code': '80556', 'Vendor_name': 'Endress+Hauser (India) Pvt Ltd', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '2', 'Vendor_code': '80561', 'Vendor_name': 'VEGA (I) LEVEL&PRESSURE MEASUREMENT P.LT', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': ''}, {'S.no': '3', 'Vendor_code': 'A200', 'Vendor_name': 'ABB INDIA LTD (BANGALORE)', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': ''}, {'S.no': '4', 'Vendor_code': 'E179', 'Vendor_name': 'EMERSON PROCESS MANAGEMENT INDIA PVT LTD', 'reply_status': 'Quoted', 'Qualified After Technical Evaluation': 'Yes'}]",2922080 INR,04-04-2022,Spl. Level Instruments-Guided Wave Radar,25-02-2022,B229-000-YL-MR-2237/56,18-JUL-2022
RAJASHEKHARAN P SECURITY AGENCY,"[{'S.no': '1', 'Vendor_code': '57897', 'Vendor_name': 'RAJASHEKHARAN P SECURITY AGENCY', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '2', 'Vendor_code': '57900', 'Vendor_name': 'KRISHNA KUMAR NAIR SEGURITY AGENCY', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '3', 'Vendor_code': '57901', 'Vendor_name': 'VELICHETI VENKATESWARA RAO SECURITY AGENCY', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '4', 'Vendor_code': '57903', 'Vendor_name': 'PV RAMACHANDRAN MENON SECURITY AGENCY', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '5', 'Vendor_code': '57904', 'Vendor_name': 'PRITAM CHAND SECURITY AGENCY', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '6', 'Vendor_code': '57905', 'Vendor_name': 'THOMAS SAJAN ABRAHAM SECURITYAGENCY', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}, {'S.no': '7', 'Vendor_code': '57906', 'Vendor_name': 'R RATHEESH NAIR SECURITY AGENCY', 'reply_status': 'Q', 'Qualified After Technical Evaluation': 'Yes'}]",13301772 INR,09-06-2022,Providing Security Services atRO Chennai,02-06-2022,PMM/8590-000-SE-T-5100/5100,21-JUL-2022
